20,30,25,12,9,42,95,42,69,14,63,46,46,17,42,34,27,5,12,19,72,100,94,86,81,15,23,18,41,6,31,63,37,47,45,8,74,75,46,51,79,47,35,7,64,70,28,10,59,0,28,95,44,34,5,58,61,82,82,50,45,29,92,69,49,55,25,7,81,91,0,31,87,1,40,69,37,31,29,54,46,31,9,98,9,42,78,1,97,92,73,62,66,3,68,62,70,1,40,32
59,22,7,96,46,20,78,11,30,46,77,81,89,75,63,19,16,15,36,16,80,23,62,91,93,76,60,94,26,48,14,7,61,42,5,99,56,19,37,50,19,20,21,33,68,92,59,48,2,64,8,7,38,98,56,88,47,62,37,25,53,60,99,24,35,78,6,89,72,7,18,50,9,27,25,20,39,64,59,53,19,56,89,77,15,84,91,79,3,88,52,22,74,78,55,90,3,69,51,83
0,63,48,83,28,64,26,35,86,34,9,92,20,44,38,35,54,20,92,67,62,89,6,50,35,57,57,95,64,67,75,33,30,48,23,98,36,7,91,63,92,93,16,67,69,71,23,73,62,38,23,49,72,7,49,80,68,66,35,55,86,30,87,26,85,38,95,76,72,62,4,60,88,52,14,43,67,69,99,45,0,41,33,34,100,25,15,90,75,89,67,79,33,8,76,20,30,48,10,20
31,69,75,35,53,65,78,31,53,52,33,1,59,18,45,15,6,66,29,14,13,77,89,14,39,35,46,31,32,91,53,10,94,20,11,57,42,60,36,46,3,96,1,56,24,28,68,35,72,49,25,45,45,34,12,99,78,70,81,94,21,26,73,90,45,75,20,45,38,86,5,83,57,100,69,99,91,37,1,43,12,22,17,82,60,65,37,55,12,94,62,99,19,2,75,84,0,49,74,60
36,2,50,69,29,42,70,59,19,20,74,10,60,66,63,73,58,95,71,27,42,12,52,75,33,9,7,86,92,81,21,50,36,78,66,88,26,42,3,12,2,67,56,9,50,59,66,45,0,52,27,20,22,38,60,72,55,76,73,63,43,7,91,74,84,34,86,16,48,20,32,54,19,45,6,31,38,70,55,18,91,14,36,35,100,28,59,2,35,22,5,39,56,20,85,94,66,0,57,65
99,57,23,35,35,39,32,2,86,60,71,49,23,60,11,38,40,42,32,63,87,9,32,71,33,20,7,66,1,97,91,20,29,33,59,98,89,74,54,73,15,84,3,52,58,72,15,3,88,69,9,85,97,93,80,97,19,6,73,22,1,40,35,11,35,53,75,40,95,5,71,12,53,5,96,25,48,85,74,18,35,60,93,26,17,7,15,35,1,87,94,54,48,10,14,0,10,94,21,7
32,49,0,39,93,83,87,46,34,44,71,50,91,98,92,32,23,18,87,81,57,63,25,79,54,0,53,11,79,29,24,30,50,65,33,97,65,26,61,11,75,47,88,78,8,16,85,24,94,81,76,21,27,2,66,28,68,88,87,22,39,10,96,34,38,10,90,2,23,9,93,7,88,11,73,20,71,22,61,37,46,62,22,59,62,43,56,9,31,68,36,80,97,78,76,80,57,76,54,55
56,100,57,9,64,85,29,4,52,44,85,33,43,94,98,58,59,13,25,72,11,50,12,88,13,87,28,31,65,67,11,36,97,56,69,79,20,3,23,42,44,73,82,52,34,52,49,13,68,34,84,78,49,97,48,16,93,46,17,57,1,63,82,84,53,12,75,28,35,92,17,45,50,83,6,87,94,10,69,96,61,25,61,33,14,16,51,32,80,11,49,60,55,2,15,64,8,21,58,85
72,25,99,8,49,3,58,2,52,90,20,8,73,83,61,75,87,66,5,35,12,65,83,88,64,7,45,5,26,50,10,29,87,96,83,93,63,27,85,67,38,81,63,70,22,58,54,38,41,31,16,38,12,24,29,24,47,12,4,93,12,10,49,57,17,41,96,55,20,61,50,26,15,85,33,85,15,7,75,68,58,74,63,85,66,72,98,54,71,61,13,80,98,12,12,5,11,68,18,86
56,14,80,97,94,29,12,17,65,63,47,14,7,1,96,16,34,19,21,89,62,46,27,11,9,21,4,46,54,80,63,96,40,23,4,67,20,79,89,16,55,99,21,19,2,16,63,86,98,96,70,8,4,60,45,50,99,82,100,83,5,25,8,69,44,28,10,39,18,41,39,48,87,22,75,56,76,63,40,55,43,57,0,93,69,75,88,18,55,42,31,56,77,65,98,58,13,53,36,43
81,40,9,83,16,20,57,34,0,7,69,31,73,35,67,32,30,93,36,41,7,60,65,98,87,31,27,86,61,16,41,33,86,92,1,85,88,86,74,93,89,10,20,59,70,37,6,55,58,83,80,78,89,30,88,27,51,61,95,19,25,16,33,25,91,99,66,38,61,82,96,100,60,5,56,52,28,64,39,58,19,1,68,51,10,83,52,55,16,79,91,24,52,69,14,76,8,66,1,22
61,21,85,2,0,55,95,25,45,19,25,14,80,17,40,8,61,14,26,22,99,77,45,15,67,54,25,30,9,21,84,28,37,80,70,19,12,67,67,46,10,5,67,53,94,86,7,71,53,20,0,20,95,97,66,84,85,5,44,39,8,78,85,93,2,71,26,87,33,80,31,21,65,18,17,11,23,38,5,88,48,46,34,39,96,21,73,69,66,77,60,63,33,98,41,24,47,75,90,11
50,8,30,57,6,14,89,4,59,20,95,50,7,70,27,34,81,98,16,96,100,82,61,46,49,1,92,73,38,23,51,18,77,39,80,4,99,61,56,86,68,97,67,63,9,71,67,51,5,73,98,90,99,37,37,60,42,36,62,53,49,47,28,33,36,48,47,41,55,27,29,0,5,54,3,48,34,30,91,16,20,65,65,9,84,14,50,31,22,75,0,35,69,25,96,68,53,9,49,92
16,34,15,67,34,54,88,10,29,52,51,14,10,52,59,4,14,15,77,59,32,89,59,76,31,38,15,15,100,23,3,8,0,90,65,43,50,18,53,52,94,30,77,52,23,73,70,22,71,64,68,38,52,85,1,28,61,81,28,68,17,10,15,70,84,63,0,82,31,45,39,10,75,37,71,33,4,23,78,10,23,55,57,5,6,45,63,20,40,26,13,44,73,41,65,67,61,40,3,44
76,68,84,98,52,87,87,56,88,11,59,90,32,98,5,25,61,82,31,50,100,90,72,49,92,95,43,42,32,52,30,3,72,54,27,69,76,15,76,92,57,79,83,20,77,30,90,22,4,67,40,69,13,73,88,91,40,87,58,83,80,87,19,29,74,39,90,43,21,46,35,81,8,59,96,33,77,64,46,50,9,50,31,87,88,19,14,2,96,82,88,11,1,20,40,30,53,6,86,82
12,95,21,54,93,95,51,35,15,72,46,2,10,81,88,89,53,90,92,2,85,75,76,59,14,96,15,53,25,45,71,50,61,94,68,92,48,13,72,35,90,1,3,78,60,51,33,92,16,26,25,71,9,28,25,67,75,58,86,64,79,63,18,44,17,6,14,53,41,51,37,22,18,30,83,42,50,37,27,4,92,96,68,86,60,31,30,39,26,35,86,77,50,12,92,3,24,49,41,31
26,100,30,63,38,67,53,51,77,17,4,93,3,34,95,90,72,70,53,92,98,11,82,42,4,87,9,23,92,12,74,57,15,84,80,45,88,77,5,39,72,3,36,97,47,22,88,56,86,21,88,6,60,88,85,47,51,46,93,97,87,2,71,22,76,88,44,68,38,16,89,7,37,80,80,52,27,41,66,31,100,66,14,71,60,5,89,74,2,37,90,40,48,50,4,38,77,23,27,55
25,96,52,22,35,57,73,35,3,2,89,11,29,0,49,67,53,35,95,81,15,0,82,58,32,67,14,85,61,53,62,80,39,55,11,72,22,93,27,86,18,93,99,52,7,88,39,57,98,9,77,20,65,54,37,25,0,98,90,29,72,100,97,39,61,46,26,37,8,80,0,84,5,88,9,17,39,90,15,42,78,80,56,2,10,79,79,75,77,98,6,80,52,92,39,45,43,100,54,73
59,86,64,32,15,31,75,27,49,7,46,19,54,57,74,98,72,6,17,42,10,0,58,30,45,28,82,90,69,79,8,20,7,73,92,89,82,46,5,89,97,10,86,34,16,87,16,76,63,51,99,84,90,31,95,84,50,79,67,85,78,85,56,92,46,30,16,48,42,60,73,24,55,42,68,44,56,31,47,9,93,14,45,34,39,94,6,40,100,23,15,99,79,54,65,1,32,4,56,87
86,51,50,73,43,7,4,84,67,6,99,97,81,89,53,22,32,13,12,49,60,25,2,1,97,96,1,66,59,85,91,72,87,8,76,60,61,100,33,75,93,64,49,96,38,66,42,54,91,97,78,21,99,22,6,51,44,26,42,4,84,28,29,76,48,2,38,29,69,99,90,41,78,47,83,71,26,80,86,75,19,65,95,48,7,25,38,19,84,67,89,68,35,61,21,64,75,15,78,10
7,81,51,34,94,67,64,35,30,45,96,68,7,14,15,91,49,87,41,8,37,38,97,83,44,89,39,33,30,28,18,81,21,67,29,58,96,61,93,2,22,43,43,9,47,75,8,80,75,5,53,71,10,50,15,56,7,44,70,83,26,17,12,50,65,20,32,95,52,88,54,31,42,6,4,1,97,15,87,96,78,38,83,33,33,24,19,77,32,81,89,34,16,39,96,96,63,18,9,34
74,14,48,22,78,65,67,65,67,75,23,98,0,37,29,48,87,58,44,59,66,77,88,6,23,42,12,73,68,67,100,65,74,36,31,78,67,50,8,45,15,57,5,87,68,61,53,42,17,83,84,46,77,26,56,34,57,40,27,98,1,82,99,86,12,56,26,38,28,37,58,82,60,98,40,97,17,66,22,10,63,96,75,75,81,96,88,19,48,91,97,78,10,38,37,43,80,19,3,65
29,78,66,7,49,77,7,72,79,14,21,18,23,73,81,95,0,75,82,53,1,28,54,91,76,5,63,3,18,17,34,2,62,40,16,3,6,6,85,66,58,38,44,30,66,53,2,59,84,63,27,2,7,97,47,11,27,24,81,50,19,45,77,66,68,7,84,18,16,50,43,8,16,22,24,69,54,44,94,55,68,36,7,19,76,60,87,61,95,40,38,3,14,68,77,15,6,47,5,32
8,98,53,61,80,98,59,53,31,34,96,60,70,6,46,75,100,41,82,68,58,81,63,76,79,60,23,44,43,52,50,92,92,48,52,55,49,49,20,23,61,98,89,56,10,61,61,22,54,77,72,47,52,11,49,36,22,49,75,70,86,58,23,71,73,0,0,26,22,75,71,56,86,62,63,11,85,63,45,88,95,52,49,66,14,80,64,1,0,49,92,28,57,58,45,9,100,19,76,93
12,48,47,75,0,64,82,14,74,81,19,30,41,74,17,15,58,9,60,21,41,19,42,63,87,24,66,45,27,53,15,7,74,76,24,0,28,98,59,66,43,41,32,37,50,47,100,33,14,25,28,34,68,33,24,20,93,63,7,11,52,49,33,7,43,63,26,83,23,78,90,33,80,28,20,5,57,53,18,85,95,1,54,77,68,47,82,42,56,65,34,95,48,18,5,57,81,64,38,55
98,57,78,30,71,1,28,12,45,93,89,67,29,32,91,86,91,11,88,0,82,28,63,39,1,16,84,32,54,7,50,63,46,68,18,95,65,85,11,54,98,8,10,11,63,40,64,33,78,48,53,61,42,62,75,97,95,75,6,53,13,84,77,19,61,8,5,28,66,47,78,26,57,84,23,36,1,16,99,29,11,98,51,16,64,37,40,38,54,48,64,76,91,29,87,97,63,69,3,50
76,14,100,14,26,32,10,70,26,27,56,99,26,89,60,25,82,58,11,99,30,37,10,53,35,93,90,58,90,66,96,69,10,74,37,17,30,90,54,16,77,78,44,4,61,61,92,9,99,57,58,18,58,80,76,36,87,4,100,58,88,52,34,22,39,49,3,33,9,34,32,64,41,22,11,33,44,37,51,6,12,38,96,14,73,51,99,67,57,27,49,28,93,52,78,70,46,44,13,72
84,9,84,48,53,12,95,48,25,75,90,56,75,0,19,21,11,94,33,15,78,18,50,49,56,100,51,16,88,60,98,3,94,85,19,83,55,30,35,33,13,12,57,90,17,21,2,24,56,84,26,89,65,72,22,71,50,46,4,59,53,23,44,21,74,90,37,12,46,14,16,87,81,19,58,38,46,30,77,45,69,45,63,97,87,33,87,32,78,61,66,93,8,19,53,78,70,84,66,67
72,48,4,93,58,47,29,90,79,75,45,49,99,87,99,9,62,57,66,65,70,42,40,87,59,88,6,43,3,26,83,66,92,43,23,92,12,82,90,23,77,54,64,94,34,12,68,46,53,32,38,63,1,81,87,88,43,30,45,26,85,83,52,78,56,62,41,60,75,97,60,6,29,75,73,13,3,86,73,50,40,40,23,72,30,4,47,92,12,43,3,46,65,21,62,28,64,29,84,74
69,40,64,100,95,38,30,9,68,29,2,77,64,28,36,30,28,93,58,85,53,19,61,48,74,24,2,66,95,34,72,56,45,64,59,93,42,63,6,76,32,17,90,57,61,32,17,71,79,15,65,34,70,50,85,92,13,14,27,53,35,98,97,66,65,2,98,53,51,74,35,100,27,11,11,13,31,30,65,74,52,43,51,87,74,21,58,40,26,32,65,1,87,94,61,65,60,4,15,4
67,35,38,30,95,24,60,24,29,93,5,75,93,73,2,63,99,76,51,70,29,85,3,22,52,67,16,58,98,97,88,4,80,27,27,65,19,49,45,1,0,45,77,26,96,57,57,14,85,20,50,95,54,99,5,69,44,80,62,99,32,91,4,48,41,97,87,32,32,71,88,24,15,49,21,42,12,45,31,26,59,5,12,80,28,7,41,53,80,81,15,99,30,37,19,28,49,73,47,67
71,79,33,16,37,28,4,12,72,97,4,24,44,21,62,37,21,18,43,75,19,98,26,48,78,4,70,5,46,14,53,47,28,96,6,40,78,57,58,98,43,48,96,37,73,55,42,100,7,47,26,24,13,93,90,46,55,34,66,38,73,23,91,61,18,100,78,22,86,51,4,45,91,19,58,80,99,7,88,70,23,3,34,92,89,33,97,71,7,38,52,81,49,5,34,11,27,49,50,97
38,67,8,55,77,12,29,39,17,28,27,45,49,42,72,68,78,67,3,94,48,40,71,95,4,16,4,40,4,33,60,17,40,49,10,34,48,71,68,18,60,17,76,17,53,54,44,18,77,46,41,13,30,36,17,17,26,57,16,5,86,40,72,19,10,93,41,15,33,63,23,10,14,31,62,13,47,22,76,73,1,2,54,61,48,77,68,66,36,96,50,79,10,76,51,16,38,99,15,24
40,23,65,39,23,18,72,61,98,8,16,54,20,27,71,5,6,49,0,40,88,50,89,5,59,64,27,47,36,34,60,64,47,60,43,98,49,73,22,64,29,2,82,36,2,42,97,33,21,40,49,63,3,65,81,31,94,41,95,50,48,66,66,86,38,27,59,72,89,80,34,27,40,9,4,40,61,88,45,14,2,17,30,34,71,97,41,59,93,59,69,75,25,0,44,7,92,5,22,42
69,32,4,96,54,54,6,10,78,42,7,65,77,33,99,91,70,7,44,63,91,65,61,12,87,20,90,54,50,87,35,93,36,32,24,97,97,47,49,0,5,97,37,81,27,24,14,65,29,46,95,70,55,46,98,48,81,67,52,89,32,97,40,67,62,79,11,41,4,63,61,86,82,57,4,81,5,96,27,63,74,39,8,35,40,13,33,16,19,13,54,35,18,100,100,77,72,9,40,28
